onetsoc_code,task_id,occupation_title,task_text_clean,hdbscan_cluster,hdbscan_cluster_assigned,auto_label_v2,auto_label_definition,auto_label_source,variant,was_hdbscan_noise
11-9121.01,15599,Clinical Research Coordinators,Organize space for study equipment and supplies.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15589,Clinical Research Coordinators,Develop advertising and other informational materials to be used in subject recruitment.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15604,Clinical Research Coordinators,"Dispense medical devices or drugs, and calculate dosages and provide instructions as necessary.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15611,Clinical Research Coordinators,Arrange for research study sites and determine staff or equipment availability.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15588,Clinical Research Coordinators,Interpret protocols and advise treating physicians on appropriate dosage modifications or treatment calculations based on patient characteristics.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15590,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15584,Clinical Research Coordinators,Register protocol patients with appropriate statistical centers as required.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15582,Clinical Research Coordinators,Solicit industry-sponsored trials through contacts and professional organizations.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15586,Clinical Research Coordinators,Participate in preparation and management of research budgets and monetary disbursements.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15618,Water Resource Specialists,"Perform hydrologic, hydraulic, or water quality modeling.",21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15633,Water Resource Specialists,Analyze storm water systems to identify opportunities for water resource improvements.,21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15631,Water Resource Specialists,"Conduct, or oversee the conduct of, investigations on matters such as water storage, wastewater discharge, pollutants, permits, or other compliance and regulatory issues.",21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15634,Water Resource Specialists,Develop strategies for watershed operations to meet water supply and conservation goals or to ensure regulatory compliance with clean water laws or regulations.,21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15630,Water Resource Specialists,Conduct technical studies for water resources on topics such as pollutants and water treatment options.,21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15616,Water Resource Specialists,"Review or evaluate designs for water detention facilities, storm drains, flood control facilities, or other hydraulic structures.",21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15624,Water Resource Specialists,"Present water resource proposals to government, public interest groups, or community groups.",21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15628,Water Resource Specialists,Develop plans to protect watershed health or rehabilitate watersheds.,21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15621,Water Resource Specialists,"Write proposals, project reports, informational brochures, or other documents on wastewater purification, water supply and demand, or other water resource subjects.",21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15632,Water Resource Specialists,Conduct cost-benefit studies for watershed improvement projects or water management alternatives.,21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15623,Water Resource Specialists,Provide technical expertise to assist communities in the development or implementation of storm water monitoring or other water programs.,21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15620,Water Resource Specialists,Compile and maintain documentation on the health of a body of water.,21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.02,15627,Water Resource Specialists,Identify and characterize specific causes or sources of water pollution.,21,21,Model water systems,"Analyze hydrologic and water-quality systems to support conservation, compliance, and resource planning.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
